id,news_object_id,web_url,snippet,lead_paragraph,abstract,print_page,blog,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,subsection_name,byline,type_of_material,_id,word_count,slideshow_credits
280,280,http://www.nytimes.com/2010/02/28/weekinreview/28abelson.html,"In health care, there will be no status quo, with or without an overhaul. Prices will rise beyond reach. Then what happens?","In health care, there will be no status quo, with or without an overhaul. Prices will rise beyond reach. Then what happens?",null,1,[],"The New York Times","[{""height"":126,""subtype"":""wide"",""width"":190,""type"":""image"",""url"":""images/2010/02/28/weekinreview/28abelson-grfk/28abelson-grfk-thumbWide.gif"",""legacy"":{""wideheight"":""126"",""wide"":""images/2010/02/28/weekinreview/28abelson-grfk/28abelson-grfk-thumbWide.gif"",""widewidth"":""190""}},{""height"":75,""subtype"":""thumbnail"",""width"":75,""type"":""image"",""url"":""images/2010/02/28/weekinreview/28abelson01/28abelson01-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/02/28/weekinreview/28abelson01/28abelson01-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""The Cost of Doing Nothing"",""main"":""The Cost of Doing Nothing on Health Care""}","[{""rank"":""1"",""name"":""subject"",""value"":""Health Insurance and Managed Care"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Reform and Reorganization"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Economic Conditions and Trends"",""is_major"":""N""},{""rank"":""4"",""name"":""subject"",""value"":""United States Politics and Government"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""United States Economy"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""Medicine and Health"",""is_major"":""N""}]",2010-02-28T00:00:00Z,article,WeekInReview,"Week in Review",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,54435b557988103ffb14550e,1394,null
4229,4229,http://query.nytimes.com/gst/fullpage.html?res=9800E5DE113AF933A25756C0A9649D8B63,"The Koss Striva Pro headphones are a great idea, but it will take some work to make them a great product.     The idea is this: Why not make a wireless headphone that connects by Wi-Fi instead Bluetooth? It means a connection with better range and...","The Koss Striva Pro headphones are a great idea, but it will take some work to make them a great product. The idea is this: Why not make a wireless headphone that connects by Wi-Fi instead Bluetooth? It means a connection with better range and better fidelity. You can even listen without a computer, all you need is a network. Brilliant!","Gadgetwise blog highlights the Striva Pro headphones from Koss, which connect by Wi-Fi instead of Bluetooth. Photo (M)",7,[],"The New York Times",[],"{""kicker"":""GADGETWISE"",""main"":""Wi-Fi Headphones Sound Good, but Operation Is Tricky""}","[{""name"":""organizations"",""value"":""KOSS CORPORATION""},{""name"":""subject"",""value"":""HEADPHONES AND HEADSETS""}]",2012-05-10T00:00:00Z,article,"Business/Personal Tech",Business,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,4fd2ae598eb7c8105d89caa0,655,null
2356,2356,http://www.nytimes.com/2011/05/24/nyregion/roommate-arraigned-in-rutgers-spy-suicide-case.html,"Eight months after he was accused of using a webcam to spy on his roommate’s intimate encounter with another man, a former Rutgers University student stood in court to answer criminal charges.","Eight months after he was accused of using a webcam to spy on his roommate’s intimate encounter with another man, a former Rutgers University student stood in court to answer criminal charges.",null,22,[],"The New York Times","[{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2011/05/24/nyregion/RUTGERS/RUTGERS-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2011/05/24/nyregion/RUTGERS/RUTGERS-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Roommate Is Arraigned in Rutgers Spy-Suicide Case"",""print_headline"":""Roommate Is Arraigned in Rutgers Suicide Case"",""main"":""Roommate Is Arraigned in Rutgers Suicide Case""}","[{""rank"":""1"",""name"":""persons"",""value"":""Clementi, Tyler"",""is_major"":""N""},{""rank"":""2"",""name"":""persons"",""value"":""Ravi, Dharun"",""is_major"":""N""},{""rank"":""3"",""name"":""persons"",""value"":""Wei, Molly"",""is_major"":""N""},{""rank"":""4"",""name"":""organizations"",""value"":""Rutgers, The State University of New Jersey"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Suicides and Suicide Attempts"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""Homosexuality"",""is_major"":""N""},{""rank"":""7"",""name"":""subject"",""value"":""Hate Crimes"",""is_major"":""N""}]",2011-05-24T00:00:00Z,article,Metro,"N.Y. / Region",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,540e114b79881045f3790b8b,686,null
927,927,http://www.nytimes.com/2010/06/27/realestate/27deal2.html,"A long-held apartment at the Dakota is listed for $6.95 million.","A long-held apartment at the Dakota is listed for $6.95 million.",null,2,[],"The New York Times","[{""height"":323,""subtype"":""xlarge"",""width"":600,""type"":""image"",""url"":""images/2010/06/27/realestate/deal2a/deal2a-articleLarge.jpg"",""legacy"":{""xlargeheight"":""323"",""xlargewidth"":""600"",""xlarge"":""images/2010/06/27/realestate/deal2a/deal2a-articleLarge.jpg""}},{""height"":75,""subtype"":""thumbnail"",""width"":75,""type"":""image"",""url"":""images/2010/06/27/realestate/deal2a/deal2a-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/06/27/realestate/deal2a/deal2a-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""sub"":""Homesteading at the Dakota ;"",""seo"":""Change Comes to a Dakota Apartment"",""content_kicker"":""Big Deal"",""print_headline"":""Homesteading at the Dakota"",""kicker"":""Big Deal"",""main"":""Change Comes to a Dakota Apartment""}","[{""rank"":""1"",""name"":""subject"",""value"":""Housing and Real Estate"",""is_major"":""N""},{""rank"":""3"",""name"":""glocations"",""value"":""Upper West Side (NYC)"",""is_major"":""N""}]",2010-06-27T00:00:00Z,article,RealEstate,"Real Estate",null,"{""person"":[{""rank"":1,""organization"":"""",""middl",News,5417d5bf79881018c379002a,258,null
3353,3353,http://www.nytimes.com/2011/12/11/realestate/the-big-spender-theyll-never-tell.html,"Elizabeth Lee Sample and Brenda S. Powers of Sotheby’s are one of the most sought-after teams in New York real estate.","Elizabeth Lee Sample and Brenda S. Powers of Sotheby’s are one of the most sought-after teams in New York real estate.","Elizabeth Lee Sample and Brenda S Powers of Sotheby’s are one of the most sought-after real estate teams in New York City, with a partnership that dates back two decades and a knack for earning six-figure commissions.",1,[],"The New York Times","[{""height"":396,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2011/12/11/realestate/11COVER-A_SPAN/Cover-A-articleLarge.jpg"",""legacy"":{""xlargeheight"":""396"",""xlargewidth"":""600"",""xlarge"":""images/2011/12/11/realestate/11COVER-A_SPAN/Cover-A-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2011/12/11/realestate/11COVER-A_SPAN/Cover-A-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2011/12/11/realestate/11COVER-A_SPAN/Cover-A-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""The Big Spender? They\u2019ll Never Tell"",""print_headline"":""The Big Spender? They\u2019ll Never Tell"",""main"":""The Big Spender? They\u2019ll Never Tell""}","[{""rank"":""1"",""name"":""subject"",""value"":""Real Estate and Housing (Residential)"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Real Estate Brokers"",""is_major"":""Y""},{""rank"":""3"",""name"":""organizations"",""value"":""Sotheby's"",""is_major"":""N""},{""rank"":""4"",""name"":""persons"",""value"":""Powers, Brenda S"",""is_major"":""Y""},{""rank"":""6"",""name"":""glocations"",""value"":""Manhattan (NYC)"",""is_major"":""N""}]",2011-12-11T00:00:00Z,article,RealEstate,"Real Estate",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,515b827ffdc59278db00ba71,1859,null
6287,6287,http://www.nytimes.com/2013/07/30/nyregion/man-who-disappeared-from-long-island-college-hospital-is-found-in-florida.html,"Much remains fuzzy about the case of Celso Heredia, 81, whom the New York police discovered last month disoriented and wandering along a Brooklyn highway.","Much remains fuzzy about the case of Celso Heredia, 81, whom the New York police discovered last month disoriented and wandering along a Brooklyn highway.","Celso Heredia, elderly man who disappeared from Long Island College Hospital in Brooklyn after New York police found him wandering without identification in mid-June, is found; Florida police report locating Heredia at his home in Fort Pierce, apparently healthy and aware of his surroundings.",20,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2013/07/26/nyregion/patient/patient-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2013/07/26/nyregion/patient/patient-thumbWide.jpg"",""widewidth"":""190""}},{""height"":600,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2013/07/26/nyregion/patient/patient-articleLarge.jpg"",""legacy"":{""xlargeheight"":""600"",""xlargewidth"":""600"",""xlarge"":""images/2013/07/26/nyregion/patient/patient-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2013/07/26/nyregion/patient/patient-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2013/07/26/nyregion/patient/patient-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""Missing Hospital Patient, 81, Is Found but Remains a Mystery"",""main"":""Man Who Disappeared From Long Island College Hospital Is Found in Florida""}","[{""rank"":""1"",""name"":""subject"",""value"":""Missing Persons"",""is_major"":""Y""},{""rank"":""2"",""name"":""persons"",""value"":""Heredia, Celso"",""is_major"":""Y""},{""rank"":""3"",""name"":""organizations"",""value"":""Long Island College Hospital"",""is_major"":""Y""},{""rank"":""4"",""name"":""glocations"",""value"":""Florida"",""is_major"":""Y""},{""rank"":""5"",""name"":""glocations"",""value"":""Brooklyn (NYC)"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""Elderly"",""is_major"":""N""}]",2013-07-30T00:00:00Z,article,Metro,"N.Y. / Region",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,51f6d4c97988102a01494b27,430,null
2663,2663,http://query.nytimes.com/gst/fullpage.html?res=9A02EFD81F31F933A2575BC0A9679D8B63,"LONDON -- Switzerland is close to signing sweeping tax treaties with Germany and Britain intended to ensure that assets belonging to citizens of those countries held in Swiss banks will no longer escape tax.      The deals are another step in Swiss...","LONDON -- Switzerland is close to signing sweeping tax treaties with Germany and Britain intended to ensure that assets belonging to citizens of those countries held in Swiss banks will no longer escape tax. The deals are another step in Swiss efforts to clean up the country's image, under pressure from American prosecutors as well as European countries that have been willing to pay for lists of client names that were stolen by bank employees.","Switzerland is close to signing sweeping tax treaties with Germany and Britain intended to ensure that assets belonging to citizens of those countries held in Swiss banks will no longer escape tax; photo (M)",8,[],"The New York Times",[],"{""main"":""Swiss Near Tax Treaties With Germany and Britain""}","[{""name"":""glocations"",""value"":""GREAT BRITAIN""},{""name"":""glocations"",""value"":""SWITZERLAND""},{""name"":""glocations"",""value"":""GERMANY""},{""name"":""subject"",""value"":""TAX EVASION""}]",2011-08-10T00:00:00Z,article,"Business/Financial Desk",Business,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,505100d81c22dfde670c7e4e,1106,null
5873,5873,http://www.nytimes.com/2013/05/18/pageoneplus/corrections-may-18-2013.html,"Corrections appearing in print on May 18, 2013.","Corrections appearing in print on May 18, 2013.",null,2,[],"The New York Times",[],"{""print_headline"":""Corrections"",""main"":""Corrections: May 18, 2013""}",[],2013-05-18T00:00:00Z,article,Summary,Corrections,null,[],News,5196e01c46fdbf16b2303168,555,null
4525,4525,http://www.nytimes.com/2012/07/22/education/edlife/colleges-awakening-to-the-opportunities-of-data-mining.html,"Netflix meets Google meets academia. Data mining is reshaping the college experience.","Netflix meets Google meets academia. Data mining is reshaping the college experience.","Data mining is reshaping the college experience by predicting how well students will do in certain courses, keeping tabs on how they are doing in their majors and even suggesting friends; use of such technology on campuses raises questions about the role of professors and exploration in an increasingly quantified world.",24,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2012/07/22/education/22DATAGRAB/22DATAGRAB-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2012/07/22/education/22DATAGRAB/22DATAGRAB-thumbWide.jpg"",""widewidth"":""190""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2012/07/22/education/22DATAGRAB/22DATAGRAB-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2012/07/22/education/22DATAGRAB/22DATAGRAB-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Colleges Awakening to the Opportunities of Data Mining"",""print_headline"":""Please Be eAdvised"",""main"":""Big Data on Campus""}","[{""rank"":""1"",""name"":""subject"",""value"":""Grading of Students"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Colleges and Universities"",""is_major"":""Y""},{""rank"":""3"",""name"":""subject"",""value"":""Computers and the Internet"",""is_major"":""Y""},{""rank"":""4"",""name"":""subject"",""value"":""E-Learning"",""is_major"":""N""}]",2012-07-22T00:00:00Z,article,EdLife,Education,"Education Life","{""person"":[{""organization"":"""",""rank"":1,""role""",News,515b4a9cfdc59278db00783d,3919,null
133,133,http://www.nytimes.com/2010/01/31/travel/31journeys.html,"High-altitude Alpine huts offer creature comforts to go along with the vistas.","High-altitude Alpine huts offer creature comforts to go along with the vistas.",null,8,[],"The New York Times","[{""height"":331,""subtype"":""xlarge"",""width"":600,""type"":""image"",""url"":""images/2010/01/31/travel/31journeysspan-1/articleLarge.jpg"",""legacy"":{""xlargeheight"":""331"",""xlargewidth"":""600"",""xlarge"":""images/2010/01/31/travel/31journeysspan-1/articleLarge.jpg""}},{""height"":75,""subtype"":""thumbnail"",""width"":75,""type"":""image"",""url"":""images/2010/01/31/travel/31journeysspan-1/thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/01/31/travel/31journeysspan-1/thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Huts for Guests in the Mountains of Austria"",""print_headline"":""In Austria, a Chalet for the Night"",""content_kicker"":""Journeys"",""main"":""In Austria, a Chalet for the Night""}","[{""rank"":""1"",""name"":""subject"",""value"":""Travel and Vacations"",""is_major"":""N""},{""rank"":""2"",""name"":""glocations"",""value"":""Austria"",""is_major"":""N""},{""rank"":""3"",""name"":""glocations"",""value"":""Alps Mountains"",""is_major"":""N""},{""rank"":""4"",""name"":""glocations"",""value"":""Salzburg (Austria)"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Skiing"",""is_major"":""N""}]",2010-01-31T00:00:00Z,article,Travel,Travel,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,5436c44c79881057847f9546,1391,null
12136,12136,http://www.nytimes.com/2015/06/23/technology/uber-data-collection-changes-should-be-barred-privacy-group-urges.html,"The Electronic Privacy Information Center said in a letter to the Federal Trade Commission that changes to Uber’s data collection policy were harmful to consumers.","The Electronic Privacy Information Center said in a letter to the Federal Trade Commission that changes to Uber’s data collection policy were harmful to consumers.",null,3,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2015/06/23/technology/23UBER/23UBER-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2015/06/23/technology/23UBER/23UBER-thumbWide.jpg"",""widewidth"":""190""}},{""height"":401,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2015/06/23/technology/23UBER/23UBER-articleLarge.jpg"",""legacy"":{""xlargeheight"":""401"",""xlargewidth"":""600"",""xlarge"":""images/2015/06/23/technology/23UBER/23UBER-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2015/06/23/technology/23UBER/23UBER-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2015/06/23/technology/23UBER/23UBER-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""Changes to How Uber Collects Data Should Be Barred, Privacy Group Says "",""main"":""Uber Data Collection Changes Should Be Barred, Privacy Group Urges""}","[{""rank"":""1"",""name"":""organizations"",""value"":""Uber Technologies Inc"",""is_major"":""Y""},{""rank"":""2"",""name"":""organizations"",""value"":""Electronic Privacy Information Center"",""is_major"":""Y""},{""rank"":""3"",""name"":""subject"",""value"":""Data-Mining and Database Marketing"",""is_major"":""Y""},{""rank"":""4"",""name"":""subject"",""value"":""Privacy"",""is_major"":""Y""},{""rank"":""5"",""name"":""organizations"",""value"":""Federal Trade Commission"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""Car Services and Livery Cabs"",""is_major"":""N""},{""rank"":""7"",""name"":""subject"",""value"":""Advertising and Marketing"",""is_major"":""N""}]",2015-06-23T00:00:00Z,article,Business,Technology,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,558841637988105da13a2a6e,1122,null
859,859,http://www.nytimes.com/2010/06/12/us/politics/12kagan.html,"The memo was among 43,000 pages of newly released documents from Bill Clinton’s library.","The memo was among 43,000 pages of newly released documents from Bill Clinton’s library.",null,11,[],"The New York Times",[],"{""seo"":""Kagan Took Broad View of Religious Freedom"",""print_headline"":""As Counsel, Kagan Gave Advice on Volatile Issues"",""main"":""Kagan Expressed Broad View of Religious Freedom""}","[{""rank"":""1"",""name"":""persons"",""value"":""Kagan, Elena"",""is_major"":""N""},{""rank"":""2"",""name"":""persons"",""value"":""Clinton, Bill"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Law and Legislation"",""is_major"":""N""},{""rank"":""4"",""name"":""organizations"",""value"":""Supreme Court"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Abortion"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""Religion-State Relations"",""is_major"":""N""},{""rank"":""7"",""name"":""subject"",""value"":""Immigration and Emigration"",""is_major"":""N""}]",2010-06-12T00:00:00Z,article,National,U.S.,Politics,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,54175f6079881018c378f577,1144,null
1030,1030,http://www.nytimes.com/2010/07/24/us/24chelsea.html,"Chelsea Clinton is marrying, and her parents’ friends and supporters are learning who is close enough to be invited.","Chelsea Clinton is marrying, and her parents’ friends and supporters are learning who is close enough to be invited.",null,8,[],"The New York Times","[{""height"":319,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2010/07/24/us/24chelsea_span/chelsea-articleLarge.jpg"",""legacy"":{""xlargeheight"":""319"",""xlargewidth"":""600"",""xlarge"":""images/2010/07/24/us/24chelsea_span/chelsea-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2010/07/24/us/24chelsea_span/chelsea-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/07/24/us/24chelsea_span/chelsea-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""sub"":""Who Is Close Enough to Attend a Clinton Wedding?;"",""print_headline"":""Left Out at the Altar"",""main"":""Clinton Wedding Is Leaving Some Feeling Left Out""}","[{""rank"":""1"",""name"":""persons"",""value"":""Clinton, Chelsea"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Weddings and Engagements"",""is_major"":""N""},{""rank"":""3"",""name"":""persons"",""value"":""Mezvinsky, Marc"",""is_major"":""N""},{""rank"":""4"",""name"":""persons"",""value"":""Clinton, Bill"",""is_major"":""N""},{""rank"":""5"",""name"":""persons"",""value"":""Clinton, Hillary Rodham"",""is_major"":""N""}]",2010-07-24T00:00:00Z,article,National,U.S.,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,5418de3e7988106440c992d0,788,null
8636,8636,http://www.nytimes.com/2014/06/08/your-money/when-a-shared-id-leads-to-a-grim-predicament.html,"Apple’s new family sharing program will come too late for those embroiled in disastrous situations because of inadvertently shared private messages.","Apple’s new family sharing program will come too late for those embroiled in disastrous situations because of inadvertently shared private messages.","David Segal The Haggler column describes case in which sensitive iPhone messages between a husband and wife were accidentally sent to their son, who was part of their cloud sharing plan; notes that company's new, improved family sharing plan will come too late for those who became embroiled in such disastrous situations under the old model.",3,[],"The New York Times","[{""height"":126,""subtype"":""wide"",""width"":190,""type"":""image"",""url"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-thumbWide.jpg"",""widewidth"":""190""}},{""height"":400,""subtype"":""xlarge"",""width"":600,""type"":""image"",""url"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-articleLarge.jpg"",""legacy"":{""xlargeheight"":""400"",""xlargewidth"":""600"",""xlarge"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-articleLarge.jpg""}},{""height"":75,""subtype"":""thumbnail"",""width"":75,""type"":""image"",""url"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2014/06/08/business/08-HAGGLER/08-HAGGLER-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""When a Shared ID Leads to a Grim Predicament"",""content_kicker"":""The Haggler"",""kicker"":""The Haggler"",""main"":""When a Shared ID Leads to a Grim Predicament""}","[{""rank"":""1"",""name"":""organizations"",""value"":""Apple Inc"",""is_major"":""Y""},{""rank"":""2"",""name"":""subject"",""value"":""Privacy"",""is_major"":""Y""},{""rank"":""3"",""name"":""glocations"",""value"":""Birmingham (Ala)"",""is_major"":""N""},{""rank"":""4"",""name"":""subject"",""value"":""Consumer Protection"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Cloud Computing"",""is_major"":""Y""}]",2014-06-08T00:00:00Z,article,SundayBusiness,"Your Money",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,53935f5779881008c493aac2,895,null
9495,9495,http://www.nytimes.com/2014/09/11/garden/the-elastic-interior.html,"A forgotten space in a former schoolhouse leads to an urban dweller’s dream come true.","A forgotten space in a former schoolhouse leads to an urban dweller’s dream come true.","Chris Cooper and Jennifer Hanlin converted 325 square feet of crawl space they did not realize they had in former schoolhouse in Cobble Hill, Brooklyn; interiors are filled with color and reflects couple's parenting style.",4,[],"The New York Times",[],"{""print_headline"":""The Elastic Interior"",""content_kicker"":""On Location"",""kicker"":""On Location: Cobble Hill, Brooklyn"",""main"":""The Elastic Interior""}","[{""rank"":""1"",""name"":""subject"",""value"":""Interior Design and Furnishings"",""is_major"":""Y""},{""rank"":""2"",""name"":""glocations"",""value"":""Brooklyn (NYC)"",""is_major"":""Y""},{""rank"":""3"",""name"":""persons"",""value"":""Cooper, Chris"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Architecture"",""is_major"":""N""}]",2014-09-11T00:00:00Z,article,Home,"Great Homes & Destinations",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,5410ccbc79881060c5af874f,628,null
11596,11596,http://www.nytimes.com/2015/04/26/your-money/the-home-insurance-coverage-that-didnt-the-home-insurance-protection-that-wasnt.html,"The Haggler helps a homeowner whose insurance policy was not renewed by State Farm after he made two claims and received no reimbursement.","The Haggler helps a homeowner whose insurance policy was not renewed by State Farm after he made two claims and received no reimbursement.","David Segal The Haggler column relates case in which State Farm refused to renew insurance policy for homeowner after failing to reimburse two of his claims; observes that while company decided to renew relationship with customer, it is usually best to reserve homeowner claims for disasters.",3,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-thumbWide.jpg"",""widewidth"":""190""}},{""height"":481,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-articleLarge.jpg"",""legacy"":{""xlargeheight"":""481"",""xlargewidth"":""600"",""xlarge"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2015/04/26/business/26-HAGGLER/26-HAGGLER-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""content_kicker"":""The Haggler"",""print_headline"":""Spurned by an Insurer After Filing Small Claims"",""kicker"":""The Haggler"",""main"":""Spurned by an Insurer After Filing Small Claims""}","[{""rank"":""1"",""name"":""organizations"",""value"":""State Farm Insurance Cos"",""is_major"":""Y""},{""rank"":""2"",""name"":""subject"",""value"":""Homeowners Insurance"",""is_major"":""Y""},{""rank"":""3"",""name"":""subject"",""value"":""Customer Relations"",""is_major"":""Y""},{""rank"":""4"",""name"":""subject"",""value"":""Insurance"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Consumer Protection"",""is_major"":""N""}]",2015-04-26T00:00:00Z,article,SundayBusiness,"Your Money",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,553be9ec798810080a4fc5d3,959,null
1902,1902,http://www.nytimes.com/2011/02/20/weekinreview/20laptop.html,"“Digital inspections” at the U.S. border raise new constitutional questions about searches and seizures.","“Digital inspections” at the U.S. border raise new constitutional questions about searches and seizures.",null,5,[],"The New York Times","[{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2011/02/20/weekinreview/LAPTOP/LAPTOP-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2011/02/20/weekinreview/LAPTOP/LAPTOP-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""'Digital Inspections' at U.S. Border Raise Constitutional Questions"",""print_headline"":""Can You Frisk a Hard Drive?"",""main"":""Can You Frisk a Hard Drive?""}","[{""rank"":""1"",""name"":""subject"",""value"":""Search and Seizure"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Computers and the Internet"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Fourth Amendment (US Constitution)"",""is_major"":""N""},{""rank"":""4"",""name"":""organizations"",""value"":""Customs and Border Protection (US)"",""is_major"":""N""},{""rank"":""5"",""name"":""persons"",""value"":""Yee, James J"",""is_major"":""N""}]",2011-02-20T00:00:00Z,article,WeekInReview,"Week in Review",null,"{""person"":[{""rank"":1,""organization"":"""",""middl",News,540af8e67988101836d977d2,1358,null
